work_rank,monster,ready,ignored_noncombat,edge_case,unsupported_count,complexity,unsupported_families,mechanics,fingerprint
129,Dust Mephit,False,False,False,4,18,condition-or-control | limited-use | save-or-complex-action | spellcasting,attack-roll | condition:blinded | damage | damage:bludgeoning | damage:slashing | death-trigger | limited-use | recharge | saving-throw | spellcasting,attack-roll+condition:blinded+damage+damage:bludgeoning+damage:slashing+death-trigger+limited-use+recharge+saving-throw+spellcasting
141,Rakshasa,False,False,False,6,18,condition-or-control | defense-clause | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | condition:frightened | condition:incapacitated | damage | damage:necrotic | damage:psychic | damage:slashing | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+condition:frightened+condition:incapacitated+damage+damage:necrotic+damage:psychic+damage:slashing+limited-use+multiattack+recharge+saving-throw+spellcasting
114,Oni,False,False,False,3,18,bonus-action | condition-or-control | spellcasting,attack-roll | condition:frightened | damage | damage:necrotic | damage:psychic | damage:slashing | healing | limited-use | multiattack | regeneration | spellcasting,attack-roll+condition:frightened+damage+damage:necrotic+damage:psychic+damage:slashing+healing+limited-use+multiattack+regeneration+spellcasting
115,Shield Guardian,False,False,False,3,19,reaction | spellcasting | trait,attack-roll | aura | damage | damage:bludgeoning | damage:force | flat-modifier | healing | multiattack | regeneration | spellcasting,attack-roll+aura+damage+damage:bludgeoning+damage:force+flat-modifier+healing+multiattack+regeneration+spellcasting
130,Quasit,False,False,False,4,20,condition-or-control | limited-use | save-or-complex-action | spellcasting,advantage | attack-roll | aura | condition:frightened | condition:poisoned | damage | damage:slashing | limited-use | repeat-save | saving-throw | spellcasting,advantage+attack-roll+aura+condition:frightened+condition:poisoned+damage+damage:slashing+limited-use+repeat-save+saving-throw+spellcasting
131,Night Hag,False,False,False,4,20,limited-use | spellcasting | trait | unsupported-action-rider,advantage | attack-roll | aura | damage | damage:slashing | limited-use | max-hp-change | multiattack | spellcasting | zero-hp-effect,advantage+attack-roll+aura+damage+damage:slashing+limited-use+max-hp-change+multiattack+spellcasting+zero-hp-effect
132,Storm Giant,False,False,False,4,20,condition-or-control | limited-use | save-or-complex-action | spellcasting,attack-roll | aura | condition:blinded | condition:deafened | damage | damage:lightning | damage:slashing | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+aura+condition:blinded+condition:deafened+damage+damage:lightning+damage:slashing+limited-use+multiattack+recharge+saving-throw+spellcasting
116,Mummy,False,False,False,3,20,condition-or-control | save-or-complex-action | unsupported-action-rider,attack-roll | aura | condition:frightened | damage | damage:bludgeoning | damage:necrotic | healing | immunity | max-hp-change | multiattack | saving-throw | zero-hp-effect,attack-roll+aura+condition:frightened+damage+damage:bludgeoning+damage:necrotic+healing+immunity+max-hp-change+multiattack+saving-throw+zero-hp-effect
137,Sea Hag,False,False,False,5,20,condition-or-control | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | condition:frightened | damage | damage:psychic | damage:slashing | immunity | recharge | saving-throw | spellcasting | zero-hp-effect,attack-roll+aura+condition:frightened+damage+damage:psychic+damage:slashing+immunity+recharge+saving-throw+spellcasting+zero-hp-effect
133,Darkmantle,False,False,False,4,21,attachment-state | condition-or-control | limited-use | save-or-complex-action,advantage | attachment-state | attack-roll | aura | concentration | condition:blinded | damage | damage:bludgeoning | flat-modifier | limited-use,advantage+attachment-state+attack-roll+aura+concentration+condition:blinded+damage+damage:bludgeoning+flat-modifier+limited-use
134,Vampire Spawn,False,False,False,4,22,condition-or-control | save-or-complex-action | trait | unsupported-action-rider,attack-roll | aura | condition:grappled | condition:incapacitated | condition:restrained | damage | damage:acid | damage:necrotic | damage:piercing | damage:radiant | damage:slashing | disadvantage | healing | max-hp-change | multiattack | saving-throw,attack-roll+aura+condition:grappled+condition:incapacitated+condition:restrained+damage+damage:acid+damage:necrotic+damage:piercing+damage:radiant+damage:slashing+disadvantage+healing+max-hp-change+multiattack+saving-throw
138,Cloaker,False,False,False,5,24,attachment-state | bonus-action | condition-or-control | spellcasting | trait,attachment-state | attack-roll | aura | condition:blinded | condition:frightened | damage | damage:piercing | damage:slashing | disadvantage | immunity | multiattack | saving-throw | spellcasting,attachment-state+attack-roll+aura+condition:blinded+condition:frightened+damage+damage:piercing+damage:slashing+disadvantage+immunity+multiattack+saving-throw+spellcasting
139,Ghost,False,False,False,5,24,condition-or-control | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | bonus-action | condition:frightened | condition:incapacitated | damage | damage:force | damage:necrotic | damage:psychic | immunity | multiattack | recharge | saving-throw | spellcasting | zero-hp-effect,attack-roll+aura+bonus-action+condition:frightened+condition:incapacitated+damage+damage:force+damage:necrotic+damage:psychic+immunity+multiattack+recharge+saving-throw+spellcasting+zero-hp-effect
140,Djinni,False,False,False,5,26,condition-or-control | save-or-complex-action | spellcasting | trait | unsupported-action-rider,advantage | attack-roll | aura | concentration | condition:prone | condition:restrained | damage | damage:lightning | damage:slashing | damage:thunder | limited-use | multiattack | repeat-save | saving-throw | spellcasting,advantage+attack-roll+aura+concentration+condition:prone+condition:restrained+damage+damage:lightning+damage:slashing+damage:thunder+limited-use+multiattack+repeat-save+saving-throw+spellcasting
142,Wraith,False,False,True,2,18,trait | unsupported-action-rider,attack-roll | aura | damage | damage:force | damage:necrotic | disadvantage | max-hp-change | summoning,attack-roll+aura+damage+damage:force+damage:necrotic+disadvantage+max-hp-change+summoning
146,Adult Red Dragon,False,False,True,5,21,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | damage | damage:fire | damage:slashing | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+damage+damage:fire+damage:slashing+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
147,Ancient Red Dragon,False,False,True,5,21,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | damage | damage:fire | damage:slashing | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+damage+damage:fire+damage:slashing+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
148,Adult Blue Dragon,False,False,True,5,21,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | damage | damage:lightning | damage:slashing | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+damage+damage:lightning+damage:slashing+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
149,Ancient Blue Dragon,False,False,True,5,21,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | damage | damage:lightning | damage:slashing | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+damage+damage:lightning+damage:slashing+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
143,Balor,False,False,True,3,24,condition-or-control | limited-use | trait,advantage | attack-roll | aura | condition:prone | damage | damage:fire | damage:force | damage:lightning | death-trigger | legendary | limited-use | multiattack | saving-throw,advantage+attack-roll+aura+condition:prone+damage+damage:fire+damage:force+damage:lightning+death-trigger+legendary+limited-use+multiattack+saving-throw
150,Deva,False,False,True,5,24,bonus-action | limited-use | save-or-complex-action | spellcasting | trait,advantage | attack-roll | concentration | damage | damage:bludgeoning | damage:radiant | limited-use | multiattack | spellcasting | temporary-hp | transformation,advantage+attack-roll+concentration+damage+damage:bludgeoning+damage:radiant+limited-use+multiattack+spellcasting+temporary-hp+transformation
164,Lich,False,False,True,6,24,condition-or-control | legendary | limited-use | reaction | spellcasting | trait,attack-roll | aura | condition:paralyzed | damage | damage:cold | damage:force | damage:necrotic | legendary | limited-use | multiattack | saving-throw | spellcasting,attack-roll+aura+condition:paralyzed+damage+damage:cold+damage:force+damage:necrotic+legendary+limited-use+multiattack+saving-throw+spellcasting
144,Adult White Dragon,False,False,True,4,24,legendary | limited-use | save-or-complex-action | trait,attack-roll | aura | damage | damage:cold | damage:slashing | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+aura+damage+damage:cold+damage:slashing+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
145,Ancient White Dragon,False,False,True,4,24,legendary | limited-use | save-or-complex-action | trait,attack-roll | aura | damage | damage:cold | damage:slashing | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+aura+damage+damage:cold+damage:slashing+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
165,Solar,False,False,True,6,25,bonus-action | legendary | limited-use | save-or-complex-action | spellcasting | trait,advantage | attack-roll | aura | condition:blinded | damage | damage:piercing | damage:radiant | damage:slashing | legendary | limited-use | multiattack | saving-throw | spellcasting,advantage+attack-roll+aura+condition:blinded+damage+damage:piercing+damage:radiant+damage:slashing+legendary+limited-use+multiattack+saving-throw+spellcasting
151,Kraken,False,False,True,5,25,condition-or-control | legendary | limited-use | save-or-complex-action | trait,attack-roll | aura | condition:blinded | condition:grappled | condition:poisoned | condition:prone | condition:restrained | damage | damage:acid | damage:bludgeoning | damage:lightning | damage:piercing | legendary | limited-use | multiattack | saving-throw,attack-roll+aura+condition:blinded+condition:grappled+condition:poisoned+condition:prone+condition:restrained+damage+damage:acid+damage:bludgeoning+damage:lightning+damage:piercing+legendary+limited-use+multiattack+saving-throw
166,Sphinx of Lore,False,False,True,6,26,condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | condition:incapacitated | damage | damage:psychic | damage:slashing | disadvantage | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+aura+condition:incapacitated+damage+damage:psychic+damage:slashing+disadvantage+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
152,Adult Green Dragon,False,False,True,5,26,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | damage | damage:poison | damage:slashing | flat-modifier | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+aura+damage+damage:poison+damage:slashing+flat-modifier+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
153,Ancient Green Dragon,False,False,True,5,26,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | damage | damage:poison | damage:slashing | flat-modifier | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+aura+damage+damage:poison+damage:slashing+flat-modifier+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
154,Unicorn,False,False,True,5,27,bonus-action | legendary | limited-use | spellcasting | trait,advantage | attack-roll | aura | damage | damage:bludgeoning | damage:radiant | flat-modifier | legendary | limited-use | multiattack | saving-throw | spellcasting | temporary-hp,advantage+attack-roll+aura+damage+damage:bludgeoning+damage:radiant+flat-modifier+legendary+limited-use+multiattack+saving-throw+spellcasting+temporary-hp
155,Adult Black Dragon,False,False,True,5,29,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | concentration | damage | damage:acid | damage:poison | damage:slashing | disadvantage | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+aura+concentration+damage+damage:acid+damage:poison+damage:slashing+disadvantage+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
156,Ancient Black Dragon,False,False,True,5,29,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | concentration | damage | damage:acid | damage:poison | damage:slashing | disadvantage | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting,attack-roll+aura+concentration+damage+damage:acid+damage:poison+damage:slashing+disadvantage+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting
157,Aboleth,False,False,True,5,29,condition-or-control | legendary | limited-use | save-or-complex-action | trait,attack-roll | aura | condition:charmed | condition:grappled | damage | damage:acid | damage:bludgeoning | damage:psychic | healing | legendary | limited-use | multiattack | repeat-save | saving-throw | zero-hp-effect,attack-roll+aura+condition:charmed+condition:grappled+damage+damage:acid+damage:bludgeoning+damage:psychic+healing+legendary+limited-use+multiattack+repeat-save+saving-throw+zero-hp-effect
167,Sphinx of Valor,False,False,True,6,29,condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | condition:frightened | condition:paralyzed | condition:prone | damage | damage:slashing | damage:thunder | disadvantage | legendary | limited-use | multiattack | repeat-save | saving-throw | spellcasting,attack-roll+aura+condition:frightened+condition:paralyzed+condition:prone+damage+damage:slashing+damage:thunder+disadvantage+legendary+limited-use+multiattack+repeat-save+saving-throw+spellcasting
158,Couatl,False,False,True,5,30,bonus-action | condition-or-control | limited-use | save-or-complex-action | spellcasting,attack-roll | aura | concentration | condition:grappled | condition:poisoned | condition:restrained | damage | damage:bludgeoning | damage:piercing | limited-use | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+concentration+condition:grappled+condition:poisoned+condition:restrained+damage+damage:bludgeoning+damage:piercing+limited-use+saving-throw+spellcasting+temporary-hp+transformation
168,Tarrasque,False,False,True,6,33,bonus-action | condition-or-control | legendary | limited-use | save-or-complex-action | trait,advantage | attack-roll | aura | concentration | condition:blinded | condition:deafened | condition:frightened | condition:grappled | condition:prone | condition:restrained | damage | damage:acid | damage:bludgeoning | damage:piercing | damage:slashing | damage:thunder | legendary | limited-use | multiattack | recharge | saving-throw,advantage+attack-roll+aura+concentration+condition:blinded+condition:deafened+condition:frightened+condition:grappled+condition:prone+condition:restrained+damage+damage:acid+damage:bludgeoning+damage:piercing+damage:slashing+damage:thunder+legendary+limited-use+multiattack+recharge+saving-throw
175,Mummy Lord,False,False,True,8,34,condition-or-control | legendary | limited-use | reaction | save-or-complex-action | spellcasting | trait | unsupported-action-rider,advantage | attack-roll | aura | condition:blinded | condition:paralyzed | damage | damage:bludgeoning | damage:necrotic | damage:psychic | healing | legendary | limited-use | max-hp-change | multiattack | saving-throw | spellcasting | zero-hp-effect,advantage+attack-roll+aura+condition:blinded+condition:paralyzed+damage+damage:bludgeoning+damage:necrotic+damage:psychic+healing+legendary+limited-use+max-hp-change+multiattack+saving-throw+spellcasting+zero-hp-effect
159,Pit Fiend,False,False,True,5,37,condition-or-control | limited-use | save-or-complex-action | spellcasting | trait,advantage | attack-roll | aura | condition:frightened | condition:incapacitated | condition:poisoned | damage | damage:fire | damage:force | damage:necrotic | damage:piercing | damage:poison | healing | immunity | legendary | limited-use | multiattack | recharge | repeat-save | saving-throw | spellcasting,advantage+attack-roll+aura+condition:frightened+condition:incapacitated+condition:poisoned+damage+damage:fire+damage:force+damage:necrotic+damage:piercing+damage:poison+healing+immunity+legendary+limited-use+multiattack+recharge+repeat-save+saving-throw+spellcasting
160,Adult Copper Dragon,False,False,True,5,38,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | bonus-action | concentration | damage | damage:acid | damage:psychic | damage:slashing | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+bonus-action+concentration+damage+damage:acid+damage:psychic+damage:slashing+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting+temporary-hp+transformation
161,Ancient Copper Dragon,False,False,True,5,38,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | bonus-action | concentration | damage | damage:acid | damage:psychic | damage:slashing | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+bonus-action+concentration+damage+damage:acid+damage:psychic+damage:slashing+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting+temporary-hp+transformation
169,Adult Silver Dragon,False,False,True,6,38,condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | concentration | condition:incapacitated | condition:paralyzed | damage | damage:cold | damage:slashing | legendary | limited-use | multiattack | recharge | repeat-save | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+concentration+condition:incapacitated+condition:paralyzed+damage+damage:cold+damage:slashing+legendary+limited-use+multiattack+recharge+repeat-save+saving-throw+spellcasting+temporary-hp+transformation
170,Ancient Silver Dragon,False,False,True,6,38,condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | concentration | condition:incapacitated | condition:paralyzed | damage | damage:cold | damage:slashing | legendary | limited-use | multiattack | recharge | repeat-save | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+concentration+condition:incapacitated+condition:paralyzed+damage+damage:cold+damage:slashing+legendary+limited-use+multiattack+recharge+repeat-save+saving-throw+spellcasting+temporary-hp+transformation
171,Adult Bronze Dragon,False,False,True,6,39,condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | concentration | condition:deafened | condition:prone | damage | damage:lightning | damage:slashing | damage:thunder | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+concentration+condition:deafened+condition:prone+damage+damage:lightning+damage:slashing+damage:thunder+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting+temporary-hp+transformation
172,Ancient Bronze Dragon,False,False,True,6,39,condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | concentration | condition:deafened | condition:prone | damage | damage:lightning | damage:slashing | damage:thunder | legendary | limited-use | multiattack | recharge | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+concentration+condition:deafened+condition:prone+damage+damage:lightning+damage:slashing+damage:thunder+legendary+limited-use+multiattack+recharge+saving-throw+spellcasting+temporary-hp+transformation
173,Adult Brass Dragon,False,False,True,6,41,condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | concentration | condition:incapacitated | condition:unconscious | damage | damage:fire | damage:slashing | legendary | limited-use | multiattack | recharge | repeat-save | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+concentration+condition:incapacitated+condition:unconscious+damage+damage:fire+damage:slashing+legendary+limited-use+multiattack+recharge+repeat-save+saving-throw+spellcasting+temporary-hp+transformation
174,Ancient Brass Dragon,False,False,True,6,41,condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | concentration | condition:incapacitated | condition:unconscious | damage | damage:fire | damage:slashing | legendary | limited-use | multiattack | recharge | repeat-save | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+concentration+condition:incapacitated+condition:unconscious+damage+damage:fire+damage:slashing+legendary+limited-use+multiattack+recharge+repeat-save+saving-throw+spellcasting+temporary-hp+transformation
162,Adult Gold Dragon,False,False,True,5,42,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | concentration | condition:incapacitated | damage | damage:fire | damage:force | damage:slashing | disadvantage | legendary | limited-use | multiattack | recharge | repeat-save | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+concentration+condition:incapacitated+damage+damage:fire+damage:force+damage:slashing+disadvantage+legendary+limited-use+multiattack+recharge+repeat-save+saving-throw+spellcasting+temporary-hp+transformation
163,Ancient Gold Dragon,False,False,True,5,42,legendary | limited-use | save-or-complex-action | spellcasting | trait,attack-roll | aura | concentration | condition:incapacitated | damage | damage:fire | damage:force | damage:slashing | disadvantage | legendary | limited-use | multiattack | recharge | repeat-save | saving-throw | spellcasting | temporary-hp | transformation,attack-roll+aura+concentration+condition:incapacitated+damage+damage:fire+damage:force+damage:slashing+disadvantage+legendary+limited-use+multiattack+recharge+repeat-save+saving-throw+spellcasting+temporary-hp+transformation
176,Vampire,False,False,True,8,48,bonus-action | condition-or-control | legendary | limited-use | save-or-complex-action | spellcasting | trait | unsupported-action-rider,attack-roll | aura | condition:charmed | condition:grappled | condition:incapacitated | condition:paralyzed | condition:restrained | damage | damage:acid | damage:bludgeoning | damage:necrotic | damage:piercing | damage:radiant | disadvantage | healing | legendary | limited-use | max-hp-change | multiattack | recharge | saving-throw | spellcasting | transformation | zero-hp-effect,attack-roll+aura+condition:charmed+condition:grappled+condition:incapacitated+condition:paralyzed+condition:restrained+damage+damage:acid+damage:bludgeoning+damage:necrotic+damage:piercing+damage:radiant+disadvantage+healing+legendary+limited-use+max-hp-change+multiattack+recharge+saving-throw+spellcasting+transformation+zero-hp-effect
